CO2,CH4,CO,H,N2O,O3,CFC,AQI
412.36203565420874,1.4082658859666537,0.19819527022035463,0.3885734579637184,0.05068051892164936,61.68980407083641,0.020788625514602734,212.8137792415524
585.2142919229748,0.7395618906669724,1.1095737999794812,0.2792021248679025,0.08357710170958758,143.9832123613475,0.0026532203873819715,307.3540574541172
519.5981825434216,0.6448948720912231,1.1272067310592024,0.21211100462348814,0.053103145283024046,112.77080530714179,0.01814354350897973,271.3949357274705
479.597545259111,0.989452760277563,1.3111168128465924,0.453177192547368,0.026610760127116682,83.49056146570861,0.05830415609696922,248.60188256812904
346.80559213273096,1.4856504541106008,1.479573534073057,0.05559874115307567,0.03619076133018024,63.927207266338726,0.042142455059249795,180.39478015767705
346.7983561008608,0.7420552715115004,1.9541189509788157,0.24631255214542958,0.13823363040981773,129.4025189270296,0.0892671711076975,186.77700207845558
317.42508365045984,1.1721355474058786,1.080970661772271,0.005676822383709534,0.06190011552173775,112.00727559285136,0.0817443561738441,170.37861617615238
559.8528437324806,1.2616196153287176,0.7136172985883673,0.23433032099706314,0.10928095831442264,103.34610919763216,0.0341817351697876,290.72649162243556
480.3345035229627,0.7376375439923997,1.610853770060537,0.028151637840918675,0.15102518125645706,139.38925830509578,0.02594234334312925,254.49427943487902
512.4217733388136,1.2282163486118596,0.614581277397941,0.05940895813403596,0.2071184485888096,128.8597211224531,0.037969240816726695,269.53579309289483
306.17534828874074,0.8677831327192532,0.9340456993407086,0.05876312338855244,0.011793641952329681,65.16748797327512,0.059029494251480776,159.9642879551688
590.9729556485984,1.1323058305935794,0.24906712455030533,0.3246051510580318,0.23982311967271278,81.17220677955483,0.026806364082287627,303.9906640020382
549.7327922401265,1.1335297107608948,0.14816641248936926,0.37302243963271164,0.1883701168472723,74.84891398144657,0.062414890784913406,282.73170234154304
363.70173320348283,1.0357746840747586,1.9290319878880575,0.2916843825485798,0.02452770958466157,124.3946292572677,0.04094116521912405,194.8110869630595
354.5474901621302,0.5902897700544083,1.688362228973191,0.48108627423727096,0.26207358723203317,53.35324347357794,0.05520471808519803,182.9870486036973
355.0213529560301,1.335302495589238,1.4223509915780261,0.18743528976185203,0.2762617201595439,106.98896848713164,0.04361265291353167,188.76947680609976
391.2726728878613,0.8207800649717358,0.8770105943871127,0.14285604314093037,0.018323387956459124,126.24586857406905,0.02944657595419177,208.60383997898165
457.42692948967135,0.6865185103998542,0.42925920813460694,0.43429956409473014,0.08306329444416112,137.67656367617496,0.09484533069621567,242.75812109701502
429.58350559263476,0.5407751415547639,0.3972303810750635,0.11179791925972632,0.2418603839379184,84.20817487159076,0.07636057941597608,223.42877099666293
387.36874205941257,1.090892943188242,0.5754615065127311,0.48161126972030566,0.2244779071150975,132.12573046720127,0.014011317576645255,207.31102879754133
483.55586841671385,1.1775643618422824,1.1435306629416289,0.006077237344908171,0.0553563058069132,61.063173695520724,0.08684679758979129,248.35762728061871
341.84815819561254,0.5165878289278562,1.4577322531301184,0.4849394133538195,0.06280479700101309,134.6452291734518,0.048743119824951366,184.7172918117418
387.6433945605654,1.012093058299281,1.3543750157636893,0.021579955975288057,0.11114163083741459,62.74886623319824,0.08945522268940914,200.5434239142187
409.90855298810754,0.726495775197938,0.6318744041972914,0.44557155684903554,0.14535689555730638,89.72872905603673,0.07998552559473153,214.2374705646699
436.8209952651108,1.14517279040945,1.9142440332600688,0.26385055454314993,0.1854764314590888,129.72953657795534,0.042521350446923345,231.93745565467847
535.5527884179041,0.6743664290049914,1.5020041417219603,0.49648239805965017,0.11067409187093172,64.99174273487738,0.0022469308320117397,274.65522877359547
359.9021346475079,1.190937738102466,1.1532726997716614,0.03689828236769943,0.13876041483994436,72.92513952326415,0.02686773593849461,187.7221533767004
454.2703315240835,0.8867353463005374,1.2622694178452694,0.2769271422006604,0.22424128144012695,122.22525683930662,0.05416342146608669,239.77097834545918
477.72437065861277,1.4367299887367344,0.8972401186128007,0.4846512678095495,0.01100496086717937,122.00365365460743,0.06334782198261472,251.6109137569564
313.9351238159993,0.6375209441459933,0.5706888800521992,0.2615489220850744,0.07573108330320623,114.11476328852973,0.02578876854332023,168.64324491429917
482.2634555704315,0.8410663510502585,0.776348089437397,0.31469931906763127,0.21400487576536573,119.39484444671,0.013935607407282414,253.42187878798464
351.15723710618744,0.6134735212405891,1.5399076098823012,0.3478743444923086,0.2685620513061598,104.27244433475963,0.08349302367992992,186.3708354133648
319.51547789558384,1.4246936182785628,0.12734762839653616,0.22727053238388661,0.15350323263469984,75.17990589069527,0.09844021807035522,167.73522798736005
584.665661176,1.377339353380981,0.3205380169631409,0.3137790400420317,0.15963404557959468,84.56959935039194,0.052569018230268584,301.25655621457497
589.6896099223678,0.7579416277151556,0.18740501984133023,0.2921571559615501,0.032151603401932814,68.15977168014257,0.01716792858483035,301.92301440579223
542.5192044349383,1.159984046034179,0.17738472440604325,0.4505790052454945,0.1342237100470364,140.84505613336285,0.027230732651936897,285.736416478152
391.3841307520112,1.3172222002012157,1.7253751096209138,0.022723190170728935,0.15978517993650695,108.33917947661205,0.0018390676547466733,207.09811131117925
329.30163420191514,1.0552008115994624,1.436949932822045,0.14048159479611516,0.0727411510904189,90.08514167636399,0.0914298806560499,174.13263690215044
